chrom	start	stop	clusterID
chr1	1511742	1512385	76
chr1	1522455	1523381	77
chr1	1527251	1527843	78
chr1	1535340	1535600	79
chr1	1539684	1540005	80
chr1	1561245	1561639	81
chr1	1574814	1575204	82
chr1	1575218	1575365	83
chr1	1590026	1590168	84
chr1	1614319	1614737	85
chr1	1615153	1615860	86
chr1	1658955	1659270	87
chr1	1671350	1671666	88
chr1	1692336	1693200	89
chr1	1745611	1746005	90
chr1	1778769	1778866	91
chr1	1890514	1890788	92
chr1	1891315	1891769	93
chr1	1918778	1919462	94
chr1	1923745	1924048	95
chr1	2030074	2030806	96
chr1	2044876	2045270	97
chr1	2051137	2051920	98
chr1	2057185	2057586	99
chr1	2073704	2073969	100
chr1	2093916	2094748	101
chr1	2106917	2107221	102
chr1	2109559	2110505	103
chr1	2134935	2135275	104
chr1	2189672	2190584	105
chr1	2193615	2193803	106
chr1	2194709	2195003	107
chr1	2227663	2228023	108
chr1	2298908	2299367	109
chr1	2302706	2303381	110
chr1	2305602	2306839	111
chr1	2353327	2353772	112
chr1	2356652	2357072	113
chr1	2391463	2391654	114
chr1	2413084	2413246	115
chr1	2433404	2434380	116
chr1	2443697	2444299	117
chr1	2475198	2475465	118
chr1	2526450	2526778	119
chr1	2529182	2530248	120
chr1	2530266	2530510	121
chr1	2546281	2546719	122
chr1	2552087	2552419	123
chr1	2585841	2586319	124
chr1	2586346	2586941	125
chr1	2605770	2607386	126
chr1	2628294	2628699	127
chr1	2629419	2629708	128
chr1	2642724	2643950	129
chr1	2860480	2860783	130
chr1	2879574	2879766	131
chr1	2930521	2930721	132
chr1	2947174	2947495	133
chr1	3011786	3012218	134
chr1	3067851	3068902	135
chr1	3070657	3071162	136
chr1	3082837	3083399	137
chr1	3094447	3094928	138
chr1	3120619	3121258	139
chr1	3121276	3122366	140
chr1	3139901	3140174	141
chr1	3160780	3161340	142
chr1	3211605	3212104	143
chr1	3227177	3227644	144
chr1	3227651	3228175	145
chr1	3241273	3241726	146
chr1	3247785	3248010	147
chr1	3279140	3279607	148
chr1	3283812	3284193	149
chr1	3290408	3291064	150
chr1	3390506	3390696	151
chr1	3405150	3405816	152
chr1	3412164	3413010	153
chr1	3415403	3415932	154
chr1	3425544	3426262	155
chr1	3434765	3435094	156
chr1	3463183	3463658	157
chr1	3478237	3479037	158
chr1	3480210	3480728	159
chr1	3594910	3595541	160
chr1	3611325	3611544	161
chr1	3611749	3611926	162
chr1	3624515	3624821	163
chr1	3643624	3644620	164
chr1	3649876	3650082	165
chr1	3650096	3650253	166
chr1	3650907	3651164	167
chr1	3651174	3651346	168
chr1	3651607	3652602	169
chr1	3689415	3689623	170
chr1	3690543	3690894	171
chr1	3698960	3699219	172
chr1	3706755	3707421	173
chr1	3718154	3718830	174
chr1	3772027	3772443	175
chr1	3772470	3772805	176
chr1	3795844	3796634	177
chr1	3856879	3857465	178
chr1	3857479	3858293	179
chr1	3899806	3900139	180
chr1	3947800	3948237	181
chr1	4653860	4654292	182
chr1	4654579	4655172	183
chr1	4655335	4655464	184
chr1	4734805	4735086	185
chr1	4772237	4772582	186
chr1	5711924	5712427	187
chr1	5886835	5887442	188
chr1	5991110	5991632	189
chr1	6089177	6089465	190
chr1	6127459	6128270	191
chr1	6180105	6180450	192
chr1	6205938	6206461	193
chr1	6236474	6236991	194
chr1	6244226	6244902	195
chr1	6261407	6261754	196
chr1	6393112	6394075	197
chr1	6419193	6419593	198
chr1	6419611	6419888	199
chr1	6447750	6448131	200
chr1	6448409	6449287	201
chr1	6460819	6461302	202
chr1	6465995	6466136	203
chr1	6489833	6490634	204
chr1	6490672	6491124	205
chr1	6498007	6498060	206
chr1	6554408	6554600	207
chr1	6555032	6555477	208
chr1	6579658	6580266	209
chr1	6613182	6613942	210
chr1	6784963	6785569	211
chr1	6961816	6962423	212
chr1	7062460	7062764	213
chr1	7680143	7680592	214
chr1	7705173	7705556	215
chr1	7771108	7771742	216
chr1	7784294	7784779	217
chr1	7826962	7827403	218
chr1	7954026	7954589	219
chr1	7961242	7961499	220
chr1	7961510	7962032	221
chr1	8025555	8025915	222
chr1	8026513	8026873	223
chr1	8317713	8317896	224
chr1	8318296	8318533	225
chr1	8323859	8324875	226
chr1	8325691	8326077	227
chr1	8423941	8424311	228
chr1	8817611	8817779	229
chr1	8878669	8878986	230
chr1	8879007	8879640	231
chr1	8945660	8945853	232
chr1	9040163	9040502	233
chr1	9071544	9072092	234
chr1	9128894	9129262	235
chr1	9129363	9129640	236
chr1	9198739	9199122	237
chr1	9234766	9235003	238
chr1	9292441	9292952	239
chr1	9367541	9367666	240
chr1	9539261	9539456	241
chr1	9610302	9610945	242
chr1	9729562	9730271	243
chr1	9735829	9736123	244
chr1	9823701	9823989	245
chr1	9824330	9824582	246
chr1	9910394	9910862	247
chr1	9942980	9943462	248
chr1	9997234	9997398	249
chr1	9997808	9998499	250
chr1	10032500	10033097	251
chr1	10210304	10210957	252
chr1	10399017	10399741	253
chr1	10472446	10472648	254
chr1	10474829	10475163	255
chr1	10630296	10631019	256
chr1	10635550	10636152	257
chr1	10647781	10648228	258
chr1	10659811	10660396	259
chr1	10671992	10672483	260
chr1	10794056	10794683	261
chr1	10796279	10796665	262
chr1	10835746	10836098	263
chr1	11059524	11060222	264
chr1	11099563	11099811	265
chr1	11262202	11262841	266
chr1	11273222	11273473	267
chr1	11478668	11479099	268
chr1	11664112	11664464	269
chr1	11681292	11681579	270
chr1	11681594	11681658	271
chr1	11691222	11691573	272
chr1	11691847	11692391	273
chr1	11805234	11805824	274
chr1	11806038	11806413	275
chr1	11858710	11859132	276
chr1	11934544	11934972	277
chr1	11980165	11980522	278
chr1	12018667	12018973	279
chr1	12019203	12020000	280
chr1	12166758	12167244	281
chr1	12167360	12167862	282
chr1	12191611	12191899	283
chr1	12595889	12596341	284
chr1	12618011	12618430	285
chr1	13513611	13514156	286
chr1	13554634	13555084	287
chr1	13584172	13584309	288
chr1	13700015	13700133	289
chr1	13749230	13749480	290
chr1	13786677	13786738	291
chr1	14598270	14598839	292
chr1	14598928	14599134	293
chr1	14923693	14924191	294
chr1	15152486	15152598	295
chr1	15153672	15153935	296
chr1	15524031	15524342	297
chr1	15584444	15584671	298
chr1	15683836	15684236	299
chr1	15733985	15734212	300
chr1	15757998	15758347	301
chr1	15847258	15847804	302
chr1	15847997	15848205	303
chr1	15931785	15932111	304
chr1	15943436	15944281	305
chr1	15975607	15975937	306
chr1	15975962	15976111	307
chr1	16155737	16156155	308
chr1	16236642	16237257	309
chr1	16366984	16367135	310
chr1	16440580	16441100	311
chr1	16484141	16484336	312
chr1	16499353	16500494	313
chr1	16644425	16644920	314
chr1	16699228	16700452	315
chr1	16725134	16725349	316
chr1	16872002	16872382	317
chr1	17053985	17054157	318
chr1	17054166	17055128	319
chr1	17437447	17437706	320
chr1	17438191	17439238	321
chr1	17439566	17439790	322
chr1	17520182	17520425	323
chr1	17539130	17539397	324
chr1	18110058	18110936	325
chr1	18632747	18633461	326
chr1	18646407	18646800	327
chr1	18854784	18854935	328
chr1	18883133	18883628	329
chr1	18902469	18903216	330
chr1	18956448	18957010	331
chr1	19274067	19274446	332
chr1	19288702	19289115	333
chr1	19485791	19485998	334
chr1	19596721	19597136	335
chr1	19645215	19645552	336
chr1	19665174	19665351	337
chr1	19679131	19679370	338
chr1	19799550	19799751	339
chr1	19882127	19882363	340
chr1	20343187	20343523	341
chr1	20486884	20487172	342
chr1	20507936	20508118	343
chr1	20633319	20633485	344
chr1	20633655	20633946	345
chr1	20660838	20661728	346
chr1	20716969	20717753	347
chr1	20717772	20718276	348
chr1	20732032	20732680	349
chr1	20732696	20733003	350
chr1	20787069	20787435	351
chr1	21176692	21176967	352
chr1	21344752	21345800	353
chr1	21509160	21509298	354
chr1	21551044	21551287	355
chr1	21603523	21603868	356
chr1	21639764	21640051	357
chr1	21669790	21669965	358
chr1	21814738	21815018	359
chr1	21823288	21823769	360
chr1	21855512	21855849	361
chr1	21864778	21865043	362
chr1	21887344	21887607	363
chr1	21937030	21937513	364
chr1	22143431	22143895	365
chr1	22451744	22452358	366
chr1	22710245	22710600	367
chr1	23019325	23020129	368
chr1	23344235	23344792	369
chr1	23368383	23368514	370
chr1	23424507	23424935	371
chr1	23437245	23437523	372
chr1	23530557	23531101	373
chr1	23531106	23531560	374
chr1	23554188	23555007	375
chr1	23559350	23559699	376
chr1	23691573	23691790	377
chr1	23743059	23743564	378
chr1	23790908	23791076	379
chr1	23800563	23801000	380
chr1	23801009	23801541	381
chr1	23867806	23868256	382
chr1	23868604	23868978	383
chr1	23902660	23903295	384
chr1	23959309	23959642	385
chr1	23959661	23959875	386
chr1	24187146	24187761	387
chr1	24319363	24319651	388
chr1	24502448	24502767	389
chr1	24502886	24503386	390
chr1	24745118	24745472	391
chr1	24902055	24902555	392
chr1	24929928	24930829	393
chr1	24931332	24931772	394
chr1	25232084	25232576	395
chr1	25246647	25247071	396
chr1	25430068	25431333	397
chr1	25543512	25543806	398
chr1	25617248	25617528	399
chr1	25819748	25820673	400
chr1	25859506	25859727	401
chr1	25906987	25907104	402
chr1	25922715	25923316	403
chr1	26111109	26111815	404
chr1	26161505	26161881	405
chr1	26169866	26169963	406
chr1	26177356	26177554	407
chr1	26234019	26234111	408
chr1	26280349	26280469	409
chr1	26360073	26360413	410
chr1	26410110	26410624	411
chr1	26410656	26410865	412
chr1	26432180	26432332	413
chr1	26500550	26500986	414
chr1	26695153	26695527	415
chr1	26787498	26788316	416
chr1	26865082	26865458	417
chr1	26889956	26890294	418
chr1	26900038	26900617	419
chr1	26921842	26922099	420
chr1	26959792	26960208	421
chr1	26960275	26960685	422
chr1	26994383	26994677	423
chr1	27012905	27013097	424
chr1	27234305	27234483	425
chr1	27321963	27322441	426
chr1	27351099	27351574	427
chr1	27356417	27357009	428
chr1	27360649	27361203	429
chr1	27366578	27367290	430
chr1	27382514	27383261	431
chr1	27383275	27383354	432
chr1	27392412	27392599	433
chr1	27489936	27490311	434
chr1	27548310	27550186	435
chr1	27550929	27551900	436
chr1	27575998	27576367	437
chr1	27635103	27635391	438
chr1	27831038	27831275	439
chr1	27872521	27873190	440
chr1	27959212	27960060	441
chr1	28088487	28088755	442
chr1	28232891	28233003	443
chr1	28247012	28247416	444
chr1	28260310	28260758	445
chr1	28328859	28329071	446
chr1	28369951	28370200	447
chr1	28505997	28506483	448
chr1	28552905	28553156	449
chr1	28581714	28582100	450
chr1	28592627	28593013	451
chr1	28643138	28643286	452
chr1	28736437	28736761	453
chr1	28736792	28737285	454
chr1	28775287	28775526	455
chr1	28863262	28863433	456
chr1	28886944	28887449	457
chr1	29122083	29122622	458
chr1	29123995	29124751	459
chr1	29181217	29181617	460
chr1	29181622	29182196	461
chr1	29230782	29231080	462
chr1	29259688	29260060	463
chr1	30685081	30685599	464
chr1	30719091	30719325	465
chr1	30908731	30908968	466
chr1	31065768	31065995	467
chr1	31181501	31181773	468
chr1	31373088	31373143	469
chr1	31413003	31413163	470
chr1	31589081	31589870	471
chr1	31617870	31618180	472
chr1	31742936	31743397	473
chr1	31760551	31760856	474
chr1	31764403	31764649	475
chr1	31788250	31788612	476
chr1	32013779	32014121	477
chr1	32072712	32073145	478
chr1	32108212	32108862	479
chr1	32179670	32180040	480
chr1	32200434	32200630	481
chr1	32200643	32200879	482
chr1	32205851	32206162	483
chr1	32222197	32222437	484
chr1	32275712	32276031	485
chr1	32291867	32292254	486
chr1	32336288	32336768	487
chr1	32362070	32362503	488
chr1	32393937	32394515	489
chr1	32753925	32754018	490
chr1	32765643	32766160	491
chr1	32817092	32817394	492
chr1	32818011	32818502	493
chr1	32964065	32964593	494
chr1	32964600	32964983	495
chr1	33050839	33051109	496
chr1	33080550	33081207	497
chr1	33159671	33159888	498
chr1	33181272	33181936	499
chr1	33256386	33256549	500
chr1	33472399	33472848	501
chr1	33624867	33625213	502
chr1	34164540	34165000	503
chr1	34165008	34165246	504
chr1	34166858	34167056	505
chr1	34176744	34177232	506
chr1	34859173	34859581	507
chr1	34859588	34859910	508
chr1	34885595	34886143	509
chr1	35192474	35192691	510
chr1	35268639	35268809	511
chr1	35641114	35641658	512
chr1	35642565	35642721	513
chr1	35769729	35769926	514
chr1	35931100	35931620	515
chr1	36149036	36149808	516
chr1	36176060	36176535	517
chr1	36178404	36178868	518
chr1	36305972	36306229	519
chr1	36306973	36307157	520
chr1	36322614	36323317	521
chr1	36397895	36398090	522
chr1	36450211	36450694	523
chr1	37034737	37034913	524
chr1	37474484	37474776	525
chr1	37514708	37514962	526
chr1	37554192	37554319	527
chr1	37556783	37557048	528
chr1	37634006	37634736	529
chr1	37635002	37635190	530
chr1	37793488	37793817	531
chr1	37807538	37807987	532
chr1	37808061	37808523	533
chr1	37808540	37808705	534
chr1	37859350	37859999	535
chr1	37931632	37932134	536
chr1	37990009	37990084	537
chr1	37990096	37990696	538
chr1	38004829	38005167	539
chr1	38005664	38005899	540
chr1	38012723	38012947	541
chr1	38046327	38046668	542
chr1	38046707	38046978	543
chr1	38578473	38578854	544
chr1	38783761	38784060	545
chr1	38804068	38804476	546
chr1	38859372	38859754	547
chr1	38872808	38873413	548
chr1	38873418	38873609	549
chr1	38941722	38942096	550
chr1	38991023	38991155	551
chr1	38991502	38991757	552
chr1	39080968	39081654	553
chr1	39408939	39409400	554
chr1	39490878	39491188	555
chr1	39491201	39491643	556
chr1	39491665	39491811	557
chr1	39672059	39672314	558
chr1	39691320	39691548	559
chr1	39788984	39789467	560
chr1	39883296	39883829	561
chr1	39901866	39902525	562
chr1	39954982	39955168	563
chr1	40039705	40040445	564
chr1	40161267	40161454	565
chr1	40161765	40162162	566
chr1	40257762	40257982	567
chr1	40258263	40258430	568
chr1	40303954	40304363	569
chr1	40316886	40317363	570
chr1	40508385	40508542	571
chr1	40508846	40509261	572
chr1	40531489	40531753	573
chr1	40654198	40654425	574
chr1	40665513	40665797	575
chr1	40783807	40783947	576
chr1	40784282	40784546	577
chr1	40884124	40884542	578
chr1	40978807	40979039	579
chr1	41362115	41362491	580
chr1	41496180	41496592	581
chr1	41516128	41516811	582
chr1	41661559	41662252	583
chr1	42035820	42036219	584
chr1	42335303	42335415	585
chr1	42456271	42456941	586
chr1	42463136	42463581	587
chr1	42767168	42767573	588
chr1	42817091	42817441	589
chr1	42830327	42830956	590
chr1	42846594	42846972	591
chr1	42851148	42851744	592
chr1	42887478	42888016	593
chr1	42923955	42924205	594
chr1	42924454	42924866	595
chr1	42958204	42958740	596
chr1	42958746	42959022	597
chr1	42959029	42959178	598
chr1	43006899	43007706	599
chr1	43147502	43147826	600
chr1	43172335	43172666	601
chr1	43358751	43358980	602
chr1	43367063	43367374	603
chr1	43367856	43368081	604
chr1	43389800	43389943	605
chr1	43389991	43390127	606
chr1	43453811	43454122	607
chr1	43550119	43550381	608
chr1	43565452	43566213	609
chr1	43597657	43598009	610
chr1	43649325	43649860	611
chr1	43649866	43650001	612
chr1	43934074	43934508	613
chr1	43936643	43936894	614
chr1	43946555	43946823	615
chr1	43946834	43946938	616
chr1	43969770	43969967	617
chr1	43969983	43970382	618
chr1	43974754	43975424	619
chr1	43991106	43991512	620
chr1	43991530	43992340	621
chr1	44355156	44355205	622
chr1	44406672	44407132	623
chr1	44418424	44418578	624
chr1	44775792	44775945	625
chr1	44799870	44800172	626
chr1	44800185	44800411	627
chr1	44986366	44986836	628
chr1	45011011	45011297	629
chr1	45206306	45206511	630
chr1	45206518	45206765	631
chr1	45303330	45304029	632
chr1	45326619	45327041	633
chr1	45490769	45491178	634
chr1	45521701	45521998	635
chr1	45550677	45551020	636
chr1	45584513	45584986	637
chr1	45685928	45686666	638
chr1	45750663	45750936	639
chr1	45803549	45803835	640
chr1	46132539	46133031	641
chr1	46133039	46133130	642
chr1	46133141	46133388	643
chr1	46167024	46167231	644
chr1	46198311	46198618	645
chr1	46340616	46340986	646
chr1	46341325	46342095	647
chr1	46394076	46394254	648
chr1	46489028	46489217	649
chr1	46719000	46719370	650
chr1	47231986	47232489	651
chr1	47416491	47416721	652
chr1	47433926	47434647	653
chr1	47436597	47436804	654
chr1	47449975	47450388	655
chr1	47507823	47508061	656
chr1	47508476	47508661	657
chr1	47533270	47533843	658
chr1	47593103	47593400	659
chr1	48471948	48472393	660
chr1	50023943	50024154	661
chr1	50414962	50415779	662
chr1	50416047	50416803	663
chr1	50423565	50423804	664
chr1	50426589	50427112	665
chr1	50430349	50430604	666
chr1	50959716	50960166	667
chr1	50968535	50969154	668
chr1	50978252	50978409	669
chr1	51729187	51730054	670
chr1	51878233	51879241	671
chr1	51990173	51990978	672
chr1	52032830	52033430	673
chr1	52142186	52142325	674
chr1	52142643	52142989	675
chr1	52368541	52368789	676
chr1	52602167	52602733	677
chr1	52633027	52633435	678
chr1	52697871	52698319	679
chr1	52842917	52843259	680
chr1	52927351	52927537	681
chr1	52927769	52928227	682
chr1	53238311	53238364	683
chr1	53238601	53238952	684
chr1	53276513	53276823	685
chr1	53459840	53460473	686
chr1	53738528	53739016	687
chr1	53945590	53946301	688
chr1	54052735	54053106	689
chr1	54200091	54200287	690
chr1	54406108	54406501	691
chr1	54542032	54542198	692
chr1	54542217	54542688	693
chr1	54715590	54715767	694
chr1	54764502	54764733	695
chr1	54806071	54806366	696
chr1	54887224	54887581	697
chr1	54996945	54997315	698
chr1	55039117	55039441	699
chr1	56578329	56579135	700
chr1	56645100	56645246	701
chr1	58546435	58546780	702
chr1	58546785	58547025	703
chr1	58576150	58576663	704
chr1	58577448	58577543	705
chr1	58784903	58785251	706
chr1	58816152	58816558	707
chr1	58903851	58904177	708
chr1	59296476	59297003	709
chr1	59814149	59814464	710
chr1	59814713	59815046	711
chr1	59815065	59815374	712
chr1	61043082	61043608	713
chr1	61053721	61054253	714
chr1	61076912	61077505	715
chr1	61081960	61082465	716
chr1	62318955	62319312	717
chr1	62436815	62437293	718
chr1	62784065	62784222	719
chr1	63317584	63317930	720
chr1	63319793	63320411	721
chr1	63322338	63322770	722
chr1	63326463	63326567	723
chr1	63367301	63367704	724
chr1	63523266	63523507	725
chr1	63593137	63593964	726
chr1	64203640	64203788	727
chr1	64470498	64471059	728
chr1	64966320	64966712	729
chr1	65066670	65067124	730
chr1	65147580	65147816	731
chr1	65148356	65149013	732
chr1	65309597	65309984	733
chr1	65420282	65420675	734
chr1	65525769	65526126	735
chr1	65792250	65792556	736
chr1	66924822	66925212	737
chr1	67134546	67134818	738
chr1	67685605	67686486	739
chr1	68163322	68163484	740
chr1	68230944	68231734	741
chr1	69919586	69919809	742
chr1	70221693	70221931	743
chr1	70354208	70354563	744
chr1	70354826	70354989	745
chr1	71080445	71081052	746
chr1	72282809	72282995	747
chr1	74197803	74198376	748
chr1	74733308	74733496	749
chr1	75129846	75130663	750
chr1	75615502	75616025	751
chr1	75616260	75616572	752
chr1	75724269	75724596	753
chr1	75724603	75725043	754
chr1	76867474	76867920	755
chr1	76868218	76868639	756
chr1	77219280	77219551	757
chr1	77281638	77281891	758
chr1	77759586	77759842	759
chr1	77979397	77979587	760
chr1	78045894	78046199	761
chr1	81802146	81802454	762
chr1	81802690	81802980	763
chr1	83860853	83861071	764
chr1	83998848	83999532	765
chr1	84077748	84077930	766
chr1	84078188	84078576	767
chr1	84505739	84506027	768
chr1	84506039	84506284	769
chr1	84506516	84506777	770
chr1	84574284	84574576	771
chr1	84690041	84690818	772
chr1	84690859	84691057	773
chr1	84996831	84997201	774
chr1	84997209	84997277	775
chr1	85048323	85048646	776
chr1	85464848	85465223	777
chr1	85465231	85465477	778
chr1	85576648	85577146	779
chr1	85708359	85708672	780
chr1	86704099	86704470	781
chr1	86914982	86915287	782
chr1	87151474	87151716	783
chr1	87328251	87328555	784
chr1	87331563	87332049	785
chr1	88684349	88684922	786
chr1	88992368	88993067	787
chr1	89364306	89364469	788
chr1	89524927	89525332	789
chr1	89820710	89821195	790
chr1	89821556	89821904	791
chr1	89843297	89844038	792
chr1	89995091	89995402	793
chr1	90707144	90707665	794
chr1	90725389	90725738	795
chr1	90836071	90836494	796
chr1	91021880	91022195	797
chr1	91404225	91404509	798
chr1	91501148	91501467	799
chr1	91885697	91886259	800
chr1	92080211	92080400	801
chr1	92217846	92218120	802
chr1	92483170	92484108	803
chr1	92484356	92484602	804
chr1	92484628	92484728	805
chr1	92484735	92485217	806
chr1	92486619	92486851	807
chr1	92486904	92487004	808
chr1	92832097	92832723	809
chr1	92961879	92962096	810
chr1	93079105	93079409	811
chr1	93180693	93181037	812
chr1	93345666	93345851	813
chr1	93447890	93448545	814
chr1	93588937	93589297	815
chr1	93846380	93847130	816
chr1	93847647	93847987	817
chr1	93879000	93879197	818
chr1	93909392	93909835	819
chr1	94237222	94237676	820
chr1	94247399	94247892	821
chr1	94418469	94418787	822
chr1	94541359	94541864	823
chr1	94541946	94542036	824
chr1	94820076	94820320	825
chr1	94926688	94927325	826
chr1	94927442	94927598	827
chr1	95072626	95072927	828
chr1	95117144	95117315	829
chr1	95233497	95234169	830
chr1	96721699	96721932	831
chr1	97920789	97921140	832
chr1	99004853	99005088	833
chr1	99850013	99850270	834
chr1	99969929	99970127	835
chr1	100037930	100038093	836
chr1	100038105	100038635	837
chr1	100132860	100133134	838
chr1	100352304	100352773	839
chr1	100539064	100539708	840
chr1	100539751	100540153	841
chr1	100895800	100896083	842
chr1	101025765	101025921	843
chr1	101236302	101236804	844
chr1	106080772	106081001	845
chr1	107139882	107140409	846
chr1	107480686	107480859	847
chr1	107964452	107964881	848
chr1	108200221	108200622	849
chr1	108692125	108692415	850
chr1	108712754	108712889	851
chr1	108876698	108877205	852
chr1	108963131	108963561	853
chr1	109041948	109042115	854
chr1	109042378	109042446	855
chr1	109099070	109099664	856
chr1	109112559	109112884	857
chr1	109397630	109398167	858
chr1	109426007	109426389	859
chr1	109426405	109426924	860
chr1	109494041	109494557	861
chr1	109509822	109509982	862
chr1	109548956	109549104	863
chr1	109619863	109620211	864
chr1	109620553	109620804	865
chr1	109655953	109656597	866
chr1	109984720	109985037	867
chr1	109985047	109985508	868
chr1	110067331	110067919	869
chr1	110130147	110130471	870
chr1	110211051	110212248	871
chr1	110555485	110555721	872
chr1	110606236	110606423	873
chr1	110606516	110607255	874
chr1	110674953	110675215	875
chr1	110963898	110964139	876
chr1	111139619	111139868	877
chr1	111204286	111204493	878
chr1	111270887	111271178	879
chr1	111346062	111346254	880
chr1	111449228	111449333	881
chr1	111515573	111515820	882
chr1	111619637	111619922	883
chr1	111739511	111739598	884
chr1	111755815	111756006	885
chr1	111988813	111989324	886
chr1	111989330	111989521	887
chr1	111990501	111991050	888
chr1	112395961	112396423	889
chr1	112466233	112466416	890
chr1	112508348	112509668	891
chr1	112619008	112619416	892
chr1	112707271	112707552	893
chr1	112719008	112719171	894
chr1	112722952	112723185	895
chr1	112743780	112744585	896
chr1	112849494	112850150	897
chr1	112955751	112956231	898
chr1	113073125	113073413	899
chr1	113198958	113199215	900
chr1	113389971	113390809	901
chr1	113391110	113391446	902
chr1	113759094	113759391	903
chr1	113811688	113812208	904
chr1	113904867	113905337	905
chr1	114153702	114154075	906
chr1	114154780	114155102	907
chr1	114346574	114346771	908
chr1	114510189	114510994	909
chr1	114511340	114511497	910
chr1	114581657	114581740	911
chr1	114670027	114670187	912
chr1	114670192	114670299	913
chr1	114780353	114780699	914
chr1	114854753	114854861	915
chr1	115089562	115089789	916
chr1	115089802	115090141	917
chr1	115338109	115338922	918
chr1	115837747	115838863	919
chr1	115976230	115976475	920
chr1	116168235	116168548	921
chr1	116372674	116373146	922
chr1	116534440	116534601	923
chr1	116570515	116570865	924
chr1	116909666	116909966	925
chr1	116961125	116961529	926
chr1	117210969	117211055	927
chr1	117929399	117929713	928
chr1	117929725	117929898	929
chr1	118984310	118985250	930
chr1	118987290	118987591	931
chr1	118989109	118989548	932
chr1	118989566	118989777	933
chr1	118989998	118990445	934
chr1	119000252	119000750	935
chr1	119001221	119001606	936
chr1	119647897	119648565	937
chr1	121184226	121185159	938
chr1	121117941	121118121	939
chr1	121519082	121519545	940
chr1	145095188	145096112	942
chr1	148952425	148952672	943
chr1	146049439	146049735	945
chr1	145996616	145996861	946
chr1	145964467	145964817	947
chr1	145957724	145957953	948
chr1	145918987	145919036	949
chr1	145886124	145886332	950
chr1	145824112	145824350	951
chr1	147172632	147172828	952
chr1	147242535	147243188	953
chr1	147669633	147670313	954
chr1	144248727	144249236	955
chr1	143575063	143575309	956
chr1	143650196	143650604	957
chr1	143652287	143652969	958
chr1	143653283	143653813	959
chr1	143699315	143700146	960
chr1	143729902	143730091	961
chr1	149886629	149886825	962
chr1	149899946	149900136	963
chr1	149917787	149917991	964
chr1	149927535	149927826	965
chr1	150066918	150067062	966
chr1	150149447	150149664	967
chr1	150150675	150150965	968
chr1	150268682	150269170	969
chr1	150281955	150282741	970
chr1	150293738	150293853	971
chr1	150321549	150321781	972
chr1	150549301	150549512	973
chr1	150578539	150579460	974
chr1	150629724	150630161	975
chr1	150974391	150975264	976
chr1	150975470	150975578	977
chr1	151058810	151058928	978
chr1	151146641	151146895	979
chr1	151156586	151156731	980
chr1	151165991	151166112	981
chr1	151254757	151255081	982
chr1	151346890	151347361	983
chr1	151347389	151347656	984
chr1	151611899	151612619	985
chr1	151763453	151763803	986
chr1	151837748	151838235	987
chr1	151838302	151838504	988
chr1	151839557	151840247	989
chr1	151993964	151994370	990
chr1	151994388	151994672	991
chr1	152036340	152036569	992
chr1	152037020	152037398	993
chr1	152037602	152037905	994
chr1	152188846	152189309	995
chr1	152515329	152515462	996
chr1	152515475	152515872	997
chr1	153535949	153536155	998
chr1	153609179	153609350	999
chr1	153633561	153634274	1000
chr1	153658347	153658693	1001
